"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"ntree",1,1,1,1,1,1,1,2,2,2,2,2,2
"nleaf",1,2,3,4,5,6,7,2,3,4,5,6,7
"1",1.13085877895355,1.01439225673676,1.01107978820801,1.00799763202667,1.00999402999878,1.01875472068787,1.02710020542145,1.01776909828186,1.0151914358139,0.966699361801147,0.968884766101837,0.967778563499451,0.984506666660309
"2",1.11840736865997,1.01900768280029,1.01546454429626,1.00443458557129,1.00955021381378,1.0168331861496,1.01209127902985,1.02629375457764,1.0064936876297,0.969217836856842,0.969501078128815,0.965254724025726,0.953854441642761
"3",1.12592971324921,1.01593410968781,1.02545619010925,1.01561152935028,1.01543700695038,1.0077691078186,1.01410555839539,1.02206313610077,1.01494169235229,0.975479900836945,0.967493772506714,0.968601286411285,0.968352198600769
"4",1.11868190765381,1.01965618133545,1.01586985588074,1.01414906978607,1.0159797668457,1.01845526695251,1.02918314933777,1.02010262012482,0.987045586109161,0.972651660442352,0.967308640480042,0.971407413482666,0.958490431308746
"5",1.10794842243195,1.02299785614014,1.00009334087372,1.00388669967651,1.01410293579102,1.01910638809204,1.0162318944931,1.00807273387909,1.00135982036591,0.976360023021698,0.97267758846283,0.963990151882172,0.975072801113129
"6",1.12167906761169,1.01505029201508,1.02302956581116,1.00815641880035,1.01087653636932,0.986731052398682,1.02125155925751,1.02495658397675,1.00507068634033,0.973406195640564,0.966196894645691,0.952441394329071,0.985237896442413
"7",1.10853862762451,1.02425217628479,1.01639807224274,1.00684452056885,1.01721346378326,1.02919805049896,1.01579678058624,1.02717447280884,1.01194751262665,0.963856160640717,0.964305996894836,0.975695848464966,0.967661499977112
"8",1.12043106555939,1.01617455482483,0.998706519603729,1.00997591018677,1.02757608890533,1.02003586292267,1.01185083389282,1.00911104679108,0.999800562858582,0.984260499477386,0.979506492614746,0.970192074775696,0.972883939743042
"9",1.11040723323822,0.989633738994598,1.01449930667877,1.02184987068176,1.00857484340668,1.01217949390411,1.01348638534546,1.02319860458374,1.00103116035461,0.974401414394379,0.94894015789032,0.967912375926971,0.982019782066345
"10",1.11038434505463,1.01194357872009,1.00067138671875,1.01617169380188,1.00319969654083,1.01014769077301,1.00599837303162,1.01301348209381,0.994696378707886,0.973740696907043,0.967660248279572,0.955316483974457,0.969017148017883
"11",1.11413908004761,1.0233736038208,1.01703190803528,1.02278900146484,1.00247275829315,1.01754629611969,1.03004574775696,1.0207234621048,1.00276339054108,0.975876927375793,0.965762794017792,0.955228567123413,0.957223415374756
"12",1.12566888332367,1.02592194080353,1.02098727226257,1.0077885389328,1.00949776172638,1.0193202495575,1.02448225021362,1.02366316318512,1.00967490673065,0.971608877182007,0.972553491592407,0.967817425727844,0.969336211681366
"13",1.11982917785645,1.01904702186584,1.00850832462311,1.02181029319763,1.01287961006165,1.01670467853546,1.02182245254517,1.01602458953857,0.9962437748909,0.95415335893631,0.970551788806915,0.968052446842194,0.96695351600647
"14",1.10981070995331,1.02189254760742,1.02491807937622,1.01171278953552,0.999556303024292,1.02067828178406,1.00557732582092,1.02055978775024,1.00043058395386,0.959011316299438,0.968311905860901,0.961180329322815,0.970188677310944
"15",1.11955368518829,1.01783812046051,1.0045839548111,1.01423609256744,1.0105277299881,1.01838648319244,1.02029943466187,1.03228747844696,1.00759637355804,0.98450493812561,0.963069081306458,0.971095263957977,0.956625819206238
"16",1.11081767082214,1.01968193054199,1.01348340511322,1.01545488834381,1.00249671936035,1.01914989948273,1.01794576644897,1.00948512554169,1.014777302742,0.961845397949219,0.971396028995514,0.9643714427948,0.977914929389954
"17",1.12031960487366,1.02380275726318,1.0169380903244,1.00561892986298,1.00924217700958,1.02405738830566,1.02242374420166,1.00385415554047,1.00354433059692,0.97552353143692,0.975189805030823,0.96741110086441,0.978168129920959
"18",1.12086737155914,1.02254867553711,1.01892518997192,1.00621140003204,1.01660084724426,1.01854193210602,1.00425779819489,1.00721168518066,0.999307692050934,0.969576954841614,0.962142586708069,0.952723205089569,0.989398062229156
"19",1.11702513694763,1.02050185203552,1.01249647140503,1.01667451858521,1.00835478305817,1.02524673938751,1.02516138553619,1.01584708690643,1.00302839279175,0.965511083602905,0.974788844585419,0.964299738407135,0.985156774520874
"20",1.1189523935318,1.00892746448517,1.02507781982422,1.00951826572418,1.02087950706482,1.01817870140076,1.01407766342163,1.00751554965973,1.01018583774567,0.97198498249054,0.9765904545784,0.968200504779816,0.972649157047272
"21",1.11630094051361,1.00802397727966,1.02158629894257,1.02081274986267,1.00007605552673,1.00194954872131,1.01202237606049,1.01475656032562,0.997829258441925,0.969619393348694,0.962251484394073,0.96910434961319,0.969414532184601
"22",1.12426102161407,1.02300083637238,1.01337230205536,1.01052939891815,1.02032792568207,1.02210927009583,1.03868043422699,1.01795387268066,1.00921499729156,0.975480437278748,0.967190623283386,0.96737015247345,0.960045993328094
"23",1.1233651638031,1.01883780956268,1.01642227172852,1.01642084121704,1.01422381401062,1.02490341663361,1.0076459646225,1.00824785232544,1.00011909008026,0.958923816680908,0.962143301963806,0.971076369285583,0.970675647258759
"24",1.11769318580627,1.01132130622864,1.01296830177307,1.01467370986938,1.01398396492004,1.01001870632172,1.00760519504547,1.02180695533752,1.00480973720551,0.976887881755829,0.970950126647949,0.96301257610321,0.964237928390503
"25",1.11592924594879,1.01370489597321,1.01955938339233,1.00381827354431,1.00273025035858,1.01434433460236,1.01781439781189,1.0224574804306,0.978341400623322,0.971185326576233,0.962625741958618,0.955097794532776,0.976718842983246
